System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(NNO) rhol rhos viscosity aH2O chisqr
90 10000.00 1279.40 99.972903 1.0000000000000000 1.000000 -1188855.095081 294.994597 38.001526 154.890764 -164.734502 4564.409813 -6.697 0.000 2.630760 0.000000 1.187 n/a n/a
64 1000.00 1211.00 100.024505 0.9968755970688405 0.949252 -1228372.588870 292.826448 42.856561 155.872366 -2725.322245 7615.600158 -7.437 0.000 2.451029 0.143694 1.501 n/a n/a
98 4000.00 1214.80 100.004955 0.9981392168950490 0.998544 -1218176.602254 291.310287 39.535345 155.247283 -462.644062 5319.535755 -7.395 0.000 2.528483 3.231914 1.415 n/a n/a
99 7000.00 1237.80 99.988009 0.9999233414898081 0.999939 -1204849.774391 292.206083 38.507293 155.023186 -298.165385 4772.569802 -7.140 0.000 2.596560 3.240119 1.329 n/a n/a

91 10000.00 1277.40 99.972828 0.9966620773967837 0.997258 -1189301.758435 294.705874 37.978892 154.756670 -164.378382 4559.861874 -6.718 0.000 2.630754 3.203930 1.193 n/a n/a
66 1000.00 1205.00 100.024842 0.9969241685735325 0.950205 -1229308.682510 292.198362 42.785801 152.703589 -2682.178956 7593.189884 -7.506 0.000 2.452748 0.144407 1.522 n/a n/a
99 4000.00 1212.79 99.818614 0.9981412354427091 0.998546 -1216231.641179 290.589372 39.463280 154.908794 -462.022838 5312.051744 -7.417 0.000 2.528380 3.233133 1.426 n/a n/a

101 7000.00 1237.90 99.988019 1.0000000000000000 1.000000 -1204830.880292 292.218703 38.507921 155.027561 -298.181436 4772.735071 -7.138 0.000 2.596557 0.000000 1.328 n/a n/a
92 10000.00 1275.41 99.639052 0.9966713926137796 0.997266 -1185529.768917 293.583635 37.852213 154.195378 -163.944874 4550.820608 -6.739 0.000 2.630748 3.204833 1.200 n/a n/a
67 1000.00 1202.00 100.025015 0.9969486335075387 0.950683 -1229770.219955 291.887817 42.750431 152.698813 -2660.591474 7581.851371 -7.540 0.000 2.453607 0.144766 1.533 n/a n/a
100 4000.00 1210.79 99.632822 0.9981517640193232 0.998555 -1214293.069558 289.870820 39.391457 154.571890 -461.403269 5304.593720 -7.440 0.000 2.528280 3.234358 1.437 n/a n/a
93 10000.00 1273.41 99.307316 0.9966813839640858 0.997275 -1181782.486976 292.468229 37.726313 153.637739 -163.514263 4541.828620 -6.760 0.000 2.630742 3.205740 1.207 n/a n/a
102 7000.00 1235.90 99.987761 0.9981379264507048 0.998508 -1205222.833729 291.956167 38.494712 154.922368 -297.846965 4768.934543 -7.160 0.000 2.596479 3.241287 1.339 n/a n/a

101 4000.00 1208.78 99.448426 0.9981622274957460 0.998563 -1212371.514697 289.156688 39.320135 154.237631 -460.785536 5297.173924 -7.463 0.000 2.528182 3.235591 1.449 n/a n/a
69 1000.00 1196.00 100.025369 0.9969979251153128 0.951642 -1230693.395189 291.264858 42.679711 152.689148 -2617.385469 7558.903439 -7.609 0.000 2.455328 0.145492 1.554 n/a n/a
103 7000.00 1233.90 99.801317 0.9981308686353945 0.998503 -1203306.481700 291.235875 38.424072 154.582437 -297.470931 4762.357611 -7.182 0.000 2.596397 3.242522 1.350 n/a n/a
94 10000.00 1271.41 98.977675 0.9966910748616493 0.997284 -1178060.630928 291.359769 37.601207 153.083807 -163.086524 4532.886205 -6.781 0.000 2.630736 3.206649 1.214 n/a n/a
102 4000.00 1206.78 99.265412 0.9981726260397960 0.998572 -1210466.596520 288.447085 39.249311 150.753668 -460.169623 5289.791927 -7.485 0.000 2.528087 3.236829 1.460 n/a n/a
104 7000.00 1231.90 99.614517 0.9981413592616900 0.998512 -1201385.207841 290.515730 38.353389 154.242953 -297.096245 4755.789320 -7.204 0.000 2.596317 3.243764 1.361 n/a n/a
70 1000.00 1193.00 100.024943 0.9939117530967033 0.949521 -1231280.901863 290.859544 42.648998 152.516676 -2610.118374 7550.955667 -7.644 0.000 2.454951 0.282866 1.573 n/a n/a
103 4000.00 1204.77 99.083767 0.9981829568574733 0.998581 -1208572.296361 287.745934 39.178980 150.423255 -459.555512 5282.447298 -7.508 0.000 2.527996 3.238075 1.471 n/a n/a
105 7000.00 1229.90 99.429111 0.9981517856526403 0.998521 -1199480.727368 289.800028 38.283203 153.906114 -296.723295 4749.255443 -7.226 0.000 2.596240 3.245013 1.372 n/a n/a
95 10000.00 1269.41 98.650036 0.9835722293211910 0.986523 -1174982.830100 289.856627 37.420607 152.031460 -161.580507 4515.147710 -6.801 0.000 2.628364 3.213393 1.218 n/a n/a
71 1000.00 1196.00 100.025304 0.9966602610964794 0.951359 -1230707.126123 291.254747 42.680220 152.670954 -2618.951295 7559.302958 -7.609 0.000 2.455194 0.160915 1.555 n/a n/a
106 7000.00 1227.90 99.245088 0.9981621479774943 0.998530 -1197592.889390 289.088724 38.213510 153.571897 -296.352063 4742.755586 -7.248 0.000 2.596165 3.246268 1.383 n/a n/a
104 4000.00 1202.77 98.903478 0.9981932204078526 0.998589 -1206694.550581 287.049079 39.109137 150.095393 -458.943189 5275.139607 -7.531 0.000 2.527906 3.239327 1.483 n/a n/a
96 10000.00 1267.42 97.029374 0.9896707407874159 0.991542 -1155344.857282 285.435073 36.864382 149.675230 -160.285376 4484.305781 -6.822 0.000 2.627095 3.214521 1.223 n/a n/a
72 1000.00 1199.00 100.025190 0.9969732188017083 0.951162 -1230231.790728 291.576650 42.715067 152.694000 -2638.993597 7570.422833 -7.574 0.000 2.454467 0.145128 1.544 n/a n/a
105 4000.00 1200.77 98.724533 0.9982034193749235 0.998598 -1204833.206640 286.356476 39.039778 149.770059 -458.332636 5267.868433 -7.554 0.000 2.527820 3.240587 1.494 n/a n/a
73 1000.00 1198.00 100.025250 0.9969814407603825 0.951322 -1230385.655121 291.472789 42.703281 152.692387 -2631.792019 7566.593172 -7.586 0.000 2.454754 0.145249 1.547 n/a n/a
97 10000.00 1265.42 96.027081 0.9897646210864142 0.991626 -1143480.943157 282.520565 36.501573 148.075883 -159.162825 4462.142794 -6.843 0.000 2.625826 3.215656 1.227 n/a n/a
107 7000.00 1225.90 99.062574 0.9837804682875405 0.986861 -1196360.141971 287.957860 38.074929 152.710830 -294.537268 4724.358774 -7.270 0.000 2.593659 3.211736 1.387 n/a n/a

106 4000.00 1198.76 98.546920 0.9982135539115663 0.998607 -1202988.116538 285.668082 38.970897 149.447228 -457.723839 5260.633361 -7.577 0.000 2.527736 3.241853 1.505 n/a n/a
75 1000.00 1196.00 100.025369 0.9969979251153127 0.951642 -1230693.395189 291.264858 42.679711 152.689148 -2617.385469 7558.903439 -7.609 0.000 2.455328 0.145492 1.554 n/a n/a
108 7000.00 1223.90 97.455781 0.9896812343084439 0.991658 -1176639.466325 283.627776 37.519655 150.378728 -292.929375 4692.143174 -7.293 0.000 2.592282 3.212866 1.393 n/a n/a
107 4000.00 1196.76 98.370624 0.9982236241681894 0.998615 -1201159.133644 284.983855 38.902491 149.126878 -457.116782 5253.433983 -7.600 0.000 2.527655 3.243126 1.517 n/a n/a
99 10000.00 1261.43 94.080253 0.9899524605723976 0.991794 -1120448.213400 276.859077 35.796800 144.970916 -156.986432 4419.032826 -6.886 0.000 2.623295 3.217946 1.237 n/a n/a
76 1000.00 1195.00 100.025184 0.9957412513078492 0.950744 -1230898.622287 291.122947 42.669826 152.619372 -2616.036085 7556.537569 -7.621 0.000 2.455113 0.202679 1.561 n/a n/a
109 7000.00 1221.90 96.450122 0.9897832694750269 0.991748 -1164567.286988 280.739801 37.152642 148.778940 -291.493906 4668.306029 -7.315 0.000 2.590908 3.214003 1.398 n/a n/a
108 4000.00 1194.75 98.195636 0.9982336302909472 0.998623 -1199346.112681 284.303753 38.834556 148.808984 -456.511449 5246.269892 -7.623 0.000 2.527577 3.244407 1.528 n/a n/a
100 10000.00 1259.43 93.134956 0.9900461284932913 0.991877 -1109270.336727 274.109795 35.454559 143.464008 -155.931591 4398.067242 -6.907 0.000 2.622033 3.219100 1.242 n/a n/a
77 1000.00 1196.00 100.025304 0.9966602610959081 0.951359 -1230707.126123 291.254747 42.680220 152.670954 -2618.951295 7559.302958 -7.609 0.000 2.455194 0.160915 1.555 n/a n/a
110 7000.00 1219.90 95.464689 0.9898841886136514 0.991836 -1152742.762356 277.909425 36.792993 147.211682 -290.083773 4644.906051 -7.337 0.000 2.589536 3.215148 1.403 n/a n/a
109 4000.00 1192.75 98.021941 0.9982435724197389 0.998632 -1197548.909707 283.627734 38.767086 148.493525 -455.907824 5239.140684 -7.647 0.000 2.527501 3.245695 1.540 n/a n/a
101 10000.00 1257.43 92.207890 0.9901394844826505 0.991960 -1098311.981574 271.413277 35.118895 141.986620 -154.898328 4377.482335 -6.928 0.000 2.620772 3.220262 1.246 n/a n/a
78 1000.00 1197.00 100.025309 0.9969896761901593 0.951482 -1230539.523270 291.368858 42.691496 152.690769 -2624.589308 7562.753384 -7.597 0.000 2.455041 0.145371 1.551 n/a n/a
110 4000.00 1190.74 97.849529 0.9982534506965555 0.998640 -1195767.382088 282.955758 38.700077 148.180477 -455.305894 5232.045962 -7.670 0.000 2.527428 3.246990 1.551 n/a n/a
79 1000.00 1196.90 100.025315 0.9969905004749176 0.951498 -1230554.910292 291.358461 42.690317 152.690607 -2623.868975 7562.368847 -7.599 0.000 2.455070 0.145383 1.551 n/a n/a
102 10000.00 1255.43 91.298669 0.9902324480245965 0.992043 -1087568.531979 268.768372 34.789669 140.538108 -153.886154 4357.269083 -6.949 0.000 2.619515 3.221430 1.251 n/a n/a
111 4000.00 1188.74 97.678386 0.9982632652534088 0.998648 -1194001.388492 282.287783 38.633526 147.869819 -454.705643 5224.985330 -7.693 0.000 2.527358 3.248292 1.563 n/a n/a
112 7000.00 1215.91 93.552456 0.9900827771410693 0.992011 -1129811.560194 272.415580 36.095037 144.171441 -287.336936 4599.372322 -7.382 0.000 2.586799 3.217459 1.413 n/a n/a
80 1000.00 1196.80 100.025321 0.9969913248947628 0.951514 -1230570.297351 291.348064 42.689139 152.690445 -2623.148630 7561.984208 -7.600 0.000 2.455098 0.145395 1.551 n/a n/a
103 10000.00 1253.44 90.406909 0.9903249549369652 0.992125 -1077035.395195 266.173938 34.466741 139.117836 -152.894588 4337.418627 -6.971 0.000 2.618260 3.222605 1.256 n/a n/a
113 7000.00 1213.91 92.624672 0.9901804935255974 0.992097 -1118692.835242 269.749283 35.756372 142.696871 -285.998996 4577.216868 -7.405 0.000 2.585434 3.218626 1.419 n/a n/a
112 4000.00 1186.73 97.508503 0.9982730162227202 0.998656 -1192250.788860 281.623770 38.567428 147.561527 -454.107055 5217.958396 -7.717 0.000 2.527290 3.249602 1.574 n/a n/a
81 1000.00 1196.70 100.025327 0.9969921494495364 0.951530 -1230585.684449 291.337665 42.687960 152.690283 -2622.428274 7561.599468 -7.601 0.000 2.455127 0.145407 1.552 n/a n/a
104 10000.00 1251.44 89.532230 0.9904169539231833 0.992207 -1066708.021490 263.628848 34.149974 137.725174 -151.923161 4317.922296 -6.992 0.000 2.617008 3.223786 1.260 n/a n/a
114 7000.00 1211.91 91.715149 0.9902771878793797 0.992182 -1107797.653741 267.134929 35.424352 141.251652 -284.683917 4555.455147 -7.427 0.000 2.584072 3.219800 1.424 n/a n/a
82 1000.00 1196.60 100.025333 0.9969929741392798 0.951546 -1230601.071584 291.327266 42.686782 152.690121 -2621.707907 7561.214626 -7.602 0.000 2.455156 0.145419 1.552 n/a n/a
113 4000.00 1184.73 97.339865 0.9982827037316810 0.998664 -1190515.444391 280.963678 38.501779 147.255579 -453.510118 5210.964771 -7.740 0.000 2.527225 3.250920 1.586 n/a n/a
105 10000.00 1249.44 88.674260 0.9905084039721120 0.992288 -1056581.918865 261.131995 33.839233 136.359503 -150.971409 4298.771610 -7.013 0.000 2.615759 3.224975 1.265 n/a n/a
115 7000.00 1209.91 90.823432 0.9903728815488979 0.992266 -1097120.466771 264.571216 35.098813 139.835053 -283.391130 4534.077174 -7.450 0.000 2.582713 3.220982 1.429 n/a n/a

114 4000.00 1182.73 97.172463 0.9982923279034615 0.998673 -1188795.217529 280.307468 38.436574 146.951954 -452.914815 5204.004071 -7.764 0.000 2.527162 3.252246 1.597 n/a n/a
84 1000.00 1196.40 100.025345 0.9969946239242211 0.951578 -1230631.845968 291.306466 42.684425 152.689797 -2620.267139 7560.444638 -7.604 0.000 2.455213 0.145444 1.553 n/a n/a
106 10000.00 1247.44 87.832628 0.9905992723036179 0.992368 -1046652.663954 258.682289 33.534384 135.020217 -150.038879 4279.958288 -7.035 0.000 2.614513 3.226171 1.270 n/a n/a
116 7000.00 1207.91 89.949083 0.9904675950355860 0.992349 -1086655.901782 262.056883 34.779594 138.446367 -282.120084 4513.073286 -7.473 0.000 2.581357 3.222172 1.435 n/a n/a
115 4000.00 1180.72 97.006284 0.9983018888583677 0.998681 -1187089.971936 279.655101 38.371810 146.650631 -452.321133 5197.075915 -7.787 0.000 2.527103 3.253579 1.609 n/a n/a
85 1000.00 1196.30 100.025351 0.9969954490192672 0.951594 -1230647.233216 291.296065 42.683246 152.689635 -2619.546739 7560.059491 -7.606 0.000 2.455242 0.145456 1.553 n/a n/a
86 1000.00 1196.20 100.025357 0.9969962742494753 0.951610 -1230662.620503 291.285664 42.682068 152.689473 -2618.826326 7559.674242 -7.607 0.000 2.455270 0.145468 1.554 n/a n/a
117 7000.00 1205.91 89.091679 0.9905612497929475 0.992431 -1076396.013703 259.592565 34.466540 134.169044 -280.870237 4492.434047 -7.495 0.000 2.580005 3.223370 1.440 n/a n/a
107 10000.00 1245.45 87.006973 0.9906895327709540 0.992448 -1036915.909965 256.278662 33.235296 133.706720 -149.125131 4261.474258 -7.056 0.000 2.613271 3.227374 1.275 n/a n/a
87 1000.00 1196.10 100.025363 0.9969970996147978 0.951626 -1230678.007827 291.275261 42.680889 152.689310 -2618.105903 7559.288891 -7.608 0.000 2.455299 0.145480 1.554 n/a n/a
117 4000.00 1176.71 96.677552 0.9983208215780179 0.998696 -1183723.885226 278.361739 38.243586 146.054800 -451.138575 5183.315720 -7.835 0.000 2.526991 3.256269 1.632 n/a n/a
108 10000.00 1243.45 86.196940 0.9907791645992382 0.992527 -1027367.392356 253.920070 32.941842 132.418430 -148.229733 4243.311647 -7.078 0.000 2.612032 3.228584 1.280 n/a n/a
88 1000.00 1196.00 100.025369 0.9969979251153144 0.951642 -1230693.395189 291.264858 42.679711 152.689148 -2617.385469 7558.903439 -7.609 0.000 2.455328 0.145492 1.554 n/a n/a
118 7000.00 1203.91 88.250799 0.9906533104547738 0.992512 -1066335.386323 257.177240 34.159497 132.849942 -279.641017 4472.149735 -7.518 0.000 2.578655 3.224576 1.445 n/a n/a
89 1000.00 1195.90 100.025375 0.9969987507510318 0.951658 -1230708.782589 291.254454 42.678532 152.688986 -2616.665023 7558.517884 -7.610 0.000 2.455356 0.145504 1.555 n/a n/a
109 10000.00 1241.45 85.402182 0.9908681513752736 0.992605 -1018002.932746 251.605491 32.653894 131.154776 -147.352262 4225.462791 -7.100 0.000 2.610798 3.229801 1.284 n/a n/a
119 7000.00 1201.91 87.425987 0.9907443513034562 0.992591 -1056471.509312 254.807532 33.858299 131.556284 -278.431901 4452.210735 -7.541 0.000 2.577310 3.225790 1.450 n/a n/a
118 4000.00 1174.71 96.515346 0.9869172739074508 0.989703 -1182546.975956 277.390968 38.122693 145.372945 -449.349382 5165.967301 -7.859 0.000 2.524577 3.216659 1.638 n/a n/a
90 1000.00 1195.80 100.025381 0.9969995765218852 0.951674 -1230724.170026 291.244050 42.677354 152.688823 -2615.944566 7558.132228 -7.611 0.000 2.455385 0.145517 1.555 n/a n/a
110 10000.00 1239.46 84.622359 0.9909564802391876 0.992683 -1008818.441459 249.333924 32.371331 129.915202 -146.492310 4207.920224 -7.121 0.000 2.609567 3.231025 1.289 n/a n/a
120 7000.00 1199.91 86.616850 0.9908345141811464 0.992670 -1046799.561681 252.482319 33.562804 130.287448 -277.242409 4432.608493 -7.564 0.000 2.575967 3.227013 1.456 n/a n/a
91 1000.00 1195.70 100.025268 0.9963842583469659 0.951174 -1230764.600033 291.215200 42.677103 152.655463 -2618.079805 7558.475133 -7.612 0.000 2.455170 0.173566 1.557 n/a n/a
111 10000.00 1237.46 83.857138 0.9910441412352907 0.992760 -999809.919003 247.104394 32.094032 128.699164 -145.649474 4190.676683 -7.143 0.000 2.608341 3.232257 1.294 n/a n/a
119 4000.00 1172.70 95.252794 0.9901206941868083 0.992238 -1166981.568630 273.967964 37.674674 143.510375 -447.600902 5137.333007 -7.882 0.000 2.522904 3.217826 1.644 n/a n/a
121 7000.00 1197.91 85.823019 0.9909238150778745 0.992748 -1037315.007075 250.200538 33.272878 129.042846 -276.072074 4413.334866 -7.587 0.000 2.574629 3.228243 1.461 n/a n/a
92 1000.00 1195.80 100.025280 0.9964762306664235 0.951236 -1230745.444453 291.228382 42.678142 152.660625 -2618.370595 7558.751245 -7.611 0.000 2.455178 0.169361 1.556 n/a n/a
120 4000.00 1170.70 94.311900 0.9902214283843813 0.992325 -1155550.215213 271.303466 37.327740 142.038455 -445.955395 5113.210446 -7.906 0.000 2.521235 3.219002 1.650 n/a n/a
112 10000.00 1235.46 83.106195 0.9911311267810125 0.992837 -990973.456707 244.915948 31.821879 127.506132 -144.823366 4173.725098 -7.165 0.000 2.607119 3.233496 1.299 n/a n/a
122 7000.00 1195.91 85.044134 0.9910122692834969 0.992825 -1028013.445252 247.961158 32.988390 127.821907 -274.920446 4394.381957 -7.610 0.000 2.573294 3.229483 1.467 n/a n/a
93 1000.00 1195.90 100.025292 0.9965682315766723 0.951298 -1230726.286483 291.241564 42.679181 152.665789 -2618.661091 7559.027187 -7.610 0.000 2.455186 0.165143 1.556 n/a n/a
121 4000.00 1168.70 93.389808 0.9903209789733866 0.992411 -1144352.364240 268.691538 36.987708 140.596167 -444.334682 5089.514999 -7.930 0.000 2.519571 3.220187 1.656 n/a n/a
113 10000.00 1233.46 82.369212 0.9912174312376508 0.992913 -982305.236710 242.767658 31.554758 126.335587 -144.013605 4157.058589 -7.187 0.000 2.605901 3.234743 1.304 n/a n/a
94 1000.00 1196.00 100.025304 0.9966602610956725 0.951359 -1230707.126123 291.254747 42.680220 152.670954 -2618.951295 7559.302958 -7.609 0.000 2.455194 0.160915 1.555 n/a n/a
123 7000.00 1193.91 84.279847 0.9910998913864209 0.992902 -1018890.606894 245.763179 32.709211 126.624078 -273.787089 4375.742109 -7.633 0.000 2.571963 3.230730 1.472 n/a n/a
122 4000.00 1166.69 92.486036 0.9904193745994345 0.992496 -1133382.022517 266.130821 36.654402 139.182751 -442.738131 5066.235549 -7.954 0.000 2.517911 3.221381 1.663 n/a n/a
114 10000.00 1231.47 81.645881 0.9913030505581222 0.992988 -973801.531443 240.658615 31.292556 125.187026 -143.219821 4140.670467 -7.209 0.000 2.604688 3.235997 1.308 n/a n/a
95 1000.00 1196.10 100.025316 0.9967523192417537 0.951421 -1230687.963370 291.267931 42.681258 152.676121 -2619.241204 7559.578558 -7.608 0.000 2.455202 0.156674 1.555 n/a n/a
123 4000.00 1164.69 91.600118 0.9905166426733222 0.992580 -1122633.397864 263.620003 36.327649 137.797470 -441.165129 5043.361351 -7.979 0.000 2.516258 3.222585 1.669 n/a n/a
124 7000.00 1191.91 83.529820 0.9911866953238495 0.992977 -1009942.348625 243.605631 32.435219 125.448819 -272.671577 4357.407890 -7.656 0.000 2.570637 3.231986 1.477 n/a n/a
115 10000.00 1229.47 80.935898 0.9913879819965136 0.993062 -965458.702716 238.587937 31.035166 124.059954 -142.441654 4124.554219 -7.231 0.000 2.603480 3.237259 1.313 n/a n/a
96 1000.00 1196.20 100.025328 0.9968444060294058 0.951483 -1230668.798225 291.281115 42.682297 152.681290 -2619.530820 7559.853988 -7.607 0.000 2.455210 0.152422 1.554 n/a n/a
124 4000.00 1162.68 90.731602 0.9906128094287541 0.992663 -1112100.890530 261.157813 36.007285 136.439614 -439.615085 5020.882015 -8.003 0.000 2.514609 3.223797 1.675 n/a n/a
125 7000.00 1189.91 82.793725 0.9912726943726244 0.993052 -1001164.648280 241.487572 32.166294 124.295610 -271.573500 4339.372089 -7.680 0.000 2.569315 3.233251 1.483 n/a n/a
97 1000.00 1196.30 100.025340 0.9969365214754136 0.951544 -1230649.630685 291.294300 42.683335 152.686460 -2619.820142 7560.129246 -7.606 0.000 2.455218 0.148157 1.553 n/a n/a
116 10000.00 1227.47 80.238970 0.9914722238715822 0.993136 -957273.200503 236.554761 30.782479 122.953894 -141.678752 4108.703514 -7.253 0.000 2.602277 3.238529 1.318 n/a n/a
125 4000.00 1160.68 89.880054 0.9907078999746839 0.992745 -1101779.085044 258.743024 35.693149 135.108496 -438.087428 4998.787489 -8.027 0.000 2.512966 3.225019 1.682 n/a n/a
126 7000.00 1187.91 82.071243 0.9913579011947531 0.993127 -992553.600345 239.408087 31.902320 123.163945 -270.492457 4321.627706 -7.703 0.000 2.567998 3.234524 1.488 n/a n/a
98 1000.00 1196.40 100.025345 0.9969946239242019 0.951578 -1230631.845968 291.306466 42.684425 152.689797 -2620.267139 7560.444638 -7.604 0.000 2.455213 0.145444 1.553 n/a n/a
117 10000.00 1225.48 79.554808 0.9915557753696637 0.993209 -949241.561489 234.558247 30.534392 121.868376 -140.930773 4093.112189 -7.275 0.000 2.601079 3.239806 1.323 n/a n/a
99 1000.00 1196.40 100.025345 0.9969946239242119 0.951578 -1230631.845968 291.306466 42.684425 152.689797 -2620.267139 7560.444638 -7.604 0.000 2.455213 0.145444 1.553 n/a n/a
126 4000.00 1158.67 89.045051 0.9908019383307742 0.992826 -1091662.742489 256.374447 35.385086 133.803449 -436.581603 4977.068052 -8.051 0.000 2.511328 3.226250 1.688 n/a n/a
127 7000.00 1185.91 81.362066 0.9914423278439672 0.993200 -984105.411631 237.366288 31.643183 122.053330 -269.428061 4304.167944 -7.726 0.000 2.566685 3.235806 1.494 n/a n/a
118 10000.00 1223.48 78.883134 0.9916386363840266 0.993282 -941360.407457 232.597577 30.290803 120.802946 -140.197385 4077.774249 -7.297 0.000 2.599886 3.241091 1.328 n/a n/a
128 7000.00 1183.91 80.665892 0.9915259857959043 0.993273 -975816.397114 235.361312 31.388775 120.963288 -268.379935 4286.986201 -7.750 0.000 2.565377 3.237097 1.499 n/a n/a
127 4000.00 1156.67 88.226187 0.9908949474920992 0.992906 -1081746.793139 254.050934 35.082946 132.523831 -435.097075 4955.714291 -8.076 0.000 2.509696 3.227491 1.694 n/a n/a
119 10000.00 1221.48 78.223672 0.9917208073795375 0.993353 -933626.443532 230.671950 30.051614 119.757157 -139.478263 4062.683862 -7.320 0.000 2.598699 3.242384 1.333 n/a n/a
129 7000.00 1181.91 79.982430 0.9916088859629280 0.993345 -967682.975971 233.392322 31.138988 119.893355 -267.347713 4270.076065 -7.773 0.000 2.564074 3.238397 1.505 n/a n/a
100 1000.00 1194.40 99.724498 0.9981831212793262 0.998615 -1227701.629958 287.875251 40.601921 151.690974 -612.844593 5826.673409 -7.628 0.000 2.455090 3.222216 1.565 n/a n/a
128 4000.00 1154.66 87.423066 0.9909869494654971 0.992985 -1072026.329494 251.771371 34.786583 131.269017 -433.633325 4934.717095 -8.100 0.000 2.508070 3.228742 1.701 n/a n/a
130 7000.00 1179.91 79.311395 0.9916910387304687 0.993416 -959701.667780 231.458502 30.893718 118.843079 -266.331041 4253.431303 -7.797 0.000 2.562777 3.239706 1.511 n/a n/a

101 1000.00 1192.40 99.543072 0.9981598978291315 0.998598 -1225779.713779 287.171919 40.530041 151.359314 -612.054914 5818.579564 -7.651 0.000 2.454954 3.223412 1.576 n/a n/a
129 4000.00 1152.66 86.635305 0.9910779653098124 0.993063 -1062496.599643 249.534681 34.495856 130.038405 -432.189852 4914.067642 -8.125 0.000 2.506450 3.230002 1.707 n/a n/a
131 7000.00 1177.92 78.652512 0.9917724539597533 0.993486 -951869.088901 229.559060 30.652865 117.812021 -265.329571 4237.045857 -7.820 0.000 2.561484 3.241024 1.516 n/a n/a
121 10000.00 1217.49 76.940330 0.9918830833851457 0.993495 -918587.312140 226.922739 29.586052 117.722787 -138.081565 4033.223188 -7.364 0.000 2.596341 3.244994 1.343 n/a n/a
102 1000.00 1190.39 99.359664 0.9981703186102623 0.998606 -1223832.131391 286.464768 40.457619 151.026007 -611.266363 5810.478868 -7.674 0.000 2.454822 3.224614 1.588 n/a n/a
130 4000.00 1150.66 85.862534 0.9911680151862756 0.993140 -1053153.000955 247.339819 34.210631 128.831409 -430.766168 4893.757383 -8.149 0.000 2.504837 3.231272 1.714 n/a n/a
132 7000.00 1175.92 78.005512 0.9918531410311431 0.993556 -944181.948992 227.693227 30.416332 116.799755 -264.342969 4220.913839 -7.844 0.000 2.560197 3.242351 1.522 n/a n/a
122 10000.00 1215.49 76.315935 0.9919631912850763 0.993565 -911275.954820 225.097657 29.359493 116.733371 -137.403382 4018.842000 -7.387 0.000 2.595171 3.246311 1.348 n/a n/a
103 1000.00 1188.39 99.177630 0.9981806745673509 0.998615 -1221901.517531 285.761958 40.385697 150.695282 -610.479705 5802.420285 -7.697 0.000 2.454693 3.225823 1.600 n/a n/a
131 4000.00 1148.65 85.104396 0.9912571183916434 0.993216 -1043991.074086 245.185776 33.930774 127.647463 -429.361804 4873.778036 -8.174 0.000 2.503230 3.232552 1.720 n/a n/a
133 7000.00 1173.92 77.370134 0.9919331088510299 0.993625 -936637.047702 225.860254 30.184022 115.805866 -263.370909 4205.029521 -7.868 0.000 2.558916 3.243688 1.527 n/a n/a
104 1000.00 1186.39 98.996958 0.9981909658729331 0.998623 -1219987.719160 285.063446 40.314270 150.367117 -609.694921 5794.403358 -7.721 0.000 2.454567 3.227038 1.612 n/a n/a
132 4000.00 1146.65 84.360541 0.9913452934069689 0.993292 -1035006.497268 243.071569 33.656158 126.486019 -427.976302 4854.121573 -8.199 0.000 2.501629 3.233842 1.727 n/a n/a
105 1000.00 1184.39 98.817633 0.9982011926959529 0.998632 -1218090.584686 284.369188 40.243333 150.041486 -608.911996 5786.427633 -7.744 0.000 2.454444 3.228261 1.624 n/a n/a
133 4000.00 1144.64 83.630632 0.9914325579177730 0.993366 -1026195.080887 240.996249 33.386658 125.346543 -426.609220 4834.780211 -8.224 0.000 2.500035 3.235143 1.734 n/a n/a
134 7000.00 1171.92 76.746125 0.9920123658785772 0.993694 -929231.271492 224.059413 29.955843 114.829949 -262.413072 4189.387332 -7.892 0.000 2.557640 3.245034 1.533 n/a n/a
124 10000.00 1211.49 75.100465 0.9921213559345819 0.993702 -897054.753122 221.542935 28.918372 114.808073 -136.085890 3990.751740 -7.432 0.000 2.592849 3.248970 1.358 n/a n/a
134 4000.00 1142.64 82.914343 0.9915189288721203 0.993440 -1017552.762300 238.958895 33.122155 124.228520 -425.260129 4815.746402 -8.249 0.000 2.498448 3.236453 1.740 n/a n/a
106 1000.00 1182.38 98.639645 0.9982113552005462 0.998640 -1216209.963941 283.679142 40.172881 149.718366 -608.130913 5778.492662 -7.768 0.000 2.454325 3.229490 1.636 n/a n/a
125 10000.00 1209.50 74.508913 0.9921994168394599 0.993770 -890139.167337 219.811909 28.703638 113.871419 -135.446020 3977.032607 -7.455 0.000 2.591697 3.250312 1.363 n/a n/a
135 7000.00 1169.92 76.133237 0.9920909201580372 0.993762 -921961.590591 222.289994 29.731704 113.871614 -261.469150 4173.981851 -7.916 0.000 2.556370 3.246389 1.539 n/a n/a
135 4000.00 1140.63 82.211358 0.9916044225019335 0.993513 -1009075.600925 236.958612 32.862531 123.131450 -423.928612 4797.012823 -8.274 0.000 2.496868 3.237774 1.747 n/a n/a
